id,cluster_id,x,y,z
3596,B,7.9799999999999995,10.7,12.6
3597,B,14.499999999999998,11.5,9.27
3598,B,13.6,9.78,9.93
3599,B,11.200000000000001,10.0,10.5
3600,A|1,29.6,30.6,29.7
3601,B,10.2,10.7,12.2
3602,B,9.68,12.2,12.9
3603,B,8.84,8.92,10.3
3604,C,33.4,31.1,28.8
3605,B,10.4,13.099999999999998,12.0
3606,B,10.7,10.6,9.78
3607,B,12.0,8.78,10.5
3608,B,9.75,10.7,9.39
3609,A,25.9,31.3,29.2
3610,B,13.3,9.79,8.99
3611,B,11.3,9.78,10.4
3612,B,11.499999999999998,9.63,9.82
3613,B,9.55,11.5,9.6
3614,B,11.100000000000001,9.85,9.17
3615,C,32.3,30.6,30.6
3616,B,12.8,9.94,10.2
3617,A|1,31.4,32.6,30.3
3618,A|1,30.0,28.1,32.8
3619,B,10.800000000000002,11.1,10.599999999999998
3620,B,9.11,11.1,13.0
3621,C,35.6,30.4,29.7
3622,B,12.8,9.47,9.92
3623,B,11.599999999999998,11.0,10.3
3624,B,10.3,13.6,9.09
3625,B,9.65,9.32,9.48
3626,A,27.0,29.8,32.4
3627,B,11.599999999999998,11.4,7.91
3628,B,13.4,8.47,11.0
3629,B,14.0,11.5,11.4
3630,B,10.1,8.22,13.9
3631,A,26.8,30.9,29.1
3632,A,27.0,31.9,31.2
3633,B,13.900000000000002,9.46,10.2
3634,C,33.8,30.9,30.3
3635,A|1,28.4,32.0,28.8
3636,B,10.6,13.0,10.4
3637,B,10.0,8.67,13.3
3638,A|1,30.7,30.5,30.6
3639,C,38.5,30.099999999999998,29.0
3640,B,10.4,13.3,9.76
3641,A,27.800000000000004,30.2,28.9
3642,B,9.93,11.200000000000001,11.4
3643,B,12.0,13.9,7.67
3644,B,15.4,10.6,9.4
3645,B,11.200000000000001,12.9,8.51
3646,B,12.7,9.73,8.95
3647,B,12.7,11.4,9.84
3648,A,22.999999999999996,30.2,29.1
3649,B,11.8,10.4,14.4
3650,C,33.4,31.4,30.4
3651,B,8.64,10.6,10.3
3652,B,9.58,9.96,9.49
3653,B,13.0,9.11,9.85
3654,A|1,29.6,30.9,28.6
3655,C,33.4,29.5,30.4
3656,B,10.5,12.0,9.88
3657,A|1,31.5,29.8,29.9
3658,B,8.93,11.0,9.96
3659,B,10.2,8.86,12.0
3660,C,32.8,30.2,31.9
3661,B,12.9,9.8,8.77
3662,B,10.5,12.4,10.5
3663,C,36.7,29.3,30.7
3664,B,10.1,11.9,8.16
3665,C,33.0,29.7,30.3
3666,B,10.0,11.1,10.8
3667,B,9.09,8.92,9.31
3668,B,12.0,9.49,8.32
3669,B,14.499999999999998,10.2,9.62
3670,B,8.42,10.3,13.199999999999998
3671,B,9.03,11.0,12.5
3672,B,9.52,10.5,14.7
3673,B,11.3,11.4,9.08
3674,B,9.72,9.56,12.1
3675,B,10.6,10.5,13.0
3676,B,10.3,9.12,10.9
3677,B,11.000000000000002,8.67,9.22
3678,B,11.200000000000001,10.9,9.65
3679,B,11.000000000000002,11.3,12.4
3680,B,9.4,14.2,8.85
3681,A,26.6,30.6,29.9
3682,B,9.2,11.5,9.85
3683,A|1,28.500000000000004,31.8,30.9
3684,B,9.31,9.05,8.729999999999999
3685,B,8.06,11.8,10.7
3686,B,9.06,13.5,9.24
3687,C,34.6,29.8,29.7
3688,C,32.5,29.5,30.6
3689,A|1,28.900000000000002,29.3,29.9
3690,B,11.8,9.98,9.01
3691,A|1,27.9,29.6,30.5
3692,B,11.200000000000001,12.4,10.1
3693,B,11.100000000000001,7.15,13.9
3694,B,8.6,9.29,11.7
3695,A|1,31.7,30.7,29.3
3696,A,27.4,30.099999999999998,32.2
3697,C,32.9,31.2,30.8
3698,B,10.0,10.8,10.599999999999998
3699,B,8.93,12.9,9.71
3700,A|1,31.8,30.2,32.3
3701,B,11.3,8.6,12.4
3702,B,10.7,11.4,9.379999999999999
3703,B,9.87,9.14,10.8
3704,B,9.9,9.08,10.3
3705,B,10.4,13.099999999999998,9.16
3706,A,24.7,30.099999999999998,30.8
3707,C,34.9,31.8,26.9
3708,B,11.100000000000001,8.42,9.74
3709,C,35.4,29.0,31.100000000000005
3710,A|1,32.1,29.5,31.100000000000005
3711,C,35.0,28.6,29.0
3712,B,10.800000000000002,9.56,14.4
3713,B,12.7,13.0,8.27
3714,B,9.7,10.8,8.63
3715,B,12.9,9.35,9.36
3716,B,7.29,8.48,9.76
3717,A|1,31.1,29.7,30.7
3718,B,11.8,12.5,7.11
3719,B,13.6,9.6,10.7
3720,B,9.45,9.69,12.5
3721,B,10.2,9.5,9.66
3722,A,26.4,31.6,31.6
3723,B,9.77,14.0,11.4
3724,C,32.7,30.099999999999998,30.5
3725,None,38.6,28.3,30.5
3726,C,32.9,28.9,30.3
3727,A|1,28.799999999999997,29.4,30.4
3728,B,11.399999999999999,8.75,10.9
3729,B,11.399999999999999,10.7,10.0
3730,C,37.4,30.6,30.1
3731,A|1,30.3,29.7,29.1
3732,B,8.44,12.0,9.48
3733,B,9.77,7.91,10.7
3734,B,12.3,13.3,9.13
3735,B,13.3,9.9,9.459999999999999
3736,B,11.200000000000001,10.1,8.43
3737,A|1,30.0,29.3,31.5
3738,B,8.31,8.99,12.7
3739,B,11.499999999999998,11.5,10.5
3740,C,32.4,30.3,31.100000000000005
3741,B,10.1,8.17,13.199999999999998
3742,B,10.900000000000002,10.1,12.7
3743,B,8.93,11.9,9.42
3744,B,10.1,9.65,13.1
3745,B,11.100000000000001,11.5,8.83
3746,B,13.1,9.25,9.55
3747,B,8.57,12.8,10.5
3748,B,9.58,12.8,9.64
3749,A|1,31.3,29.3,31.8
3750,B,13.4,11.1,10.3
3751,B,11.8,8.76,10.3
3752,C,32.6,27.4,29.0
3753,B,8.77,9.52,11.9
3754,B,9.5,8.2,10.5
3755,B,10.6,13.2,11.0
3756,B,10.800000000000002,9.71,13.0
3757,B,9.14,9.99,9.86
3758,B,12.6,8.91,9.34
3759,B,10.800000000000002,9.55,8.52
3760,A|1,30.1,29.8,29.3
3761,A|1,28.300000000000004,31.0,30.6
3762,C,32.4,30.2,28.4
3763,B,9.08,9.36,10.2
3764,B,12.6,9.39,7.82
3765,B,9.7,10.4,13.0
3766,A|1,29.699999999999996,31.2,30.4
3767,B,9.15,11.9,11.4
3768,B,9.31,11.6,10.1
3769,B,9.64,9.77,13.0
3770,A|1,31.3,31.3,31.2
3771,A,24.9,30.2,29.6
3772,B,13.7,9.97,9.08
3773,B,13.3,10.2,8.06
3774,B,10.5,12.7,8.88
3775,B,8.83,10.1,12.8
3776,A,24.4,26.6,30.3
3777,B,9.16,10.0,8.62
3778,A,27.5,29.4,29.1
3779,B,12.2,10.0,10.5
3780,B,12.7,9.72,11.4
3781,B,8.4,11.4,15.2
3782,B,10.1,10.6,9.48
3783,B,11.499999999999998,9.55,8.64
3784,A|1,31.3,31.5,30.4
3785,B,10.4,9.97,14.1
3786,A|1,29.699999999999996,28.799999999999997,30.9
3787,B,8.21,9.95,11.7
3788,B,9.51,10.8,8.71
3789,B,9.44,10.5,8.52
3790,C,33.6,28.9,31.9
3791,B,11.399999999999999,12.6,9.63
3792,B,9.02,11.0,9.9
3793,B,11.200000000000001,9.84,8.63
3794,None,34.5,31.4,32.2
3795,B,10.1,8.8,11.4
3796,B,9.9,10.1,13.9
3797,B,13.7,11.1,9.74
3798,A|1,31.1,30.7,30.1
3799,B,8.29,12.0,10.2
3800,B,11.599999999999998,8.74,9.24
3801,A,20.8,30.099999999999998,30.1
3802,B,9.97,8.96,9.7
3803,B,6.56,9.4,9.82
3804,B,12.1,10.8,9.15
3805,None,38.8,29.2,32.1
3806,B,11.3,10.8,13.4
3807,B,8.85,9.24,12.1
3808,B,12.6,11.1,8.729999999999999
3809,B,11.200000000000001,11.9,10.4
3810,B,10.900000000000002,12.8,8.94
3811,A,26.5,31.1,29.5
3812,B,10.4,12.7,8.85
3813,B,12.0,10.5,10.2
3814,A,27.3,28.6,29.5
3815,None,37.9,30.0,29.4
3816,B,9.17,8.79,9.6
3817,B,10.7,9.58,12.3
3818,None,21.9,31.3,29.4
3819,B,10.5,15.3,10.0
3820,None,37.1,29.2,30.4
3821,A|1,28.799999999999997,32.3,31.2
3822,B,12.3,8.49,9.09
3823,B,9.79,8.93,10.5
3824,B,9.82,10.6,9.12
3825,B,13.7,10.4,9.91
3826,A,26.4,30.7,29.6
3827,A|1,30.8,30.8,27.9
3828,B,9.02,9.5,12.9
3829,B,11.599999999999998,9.33,9.43
3830,B,10.3,9.84,10.4
3831,A,26.9,30.2,29.8
3832,A|1,29.1,30.2,31.100000000000005
3833,B,9.64,9.46,12.0
3834,A|1,29.699999999999996,27.6,31.100000000000005
3835,B,8.24,12.1,9.66
3836,B,10.4,9.64,9.39
3837,B,8.96,9.15,9.47
3838,B,11.499999999999998,12.4,9.67
3839,A,26.7,30.9,30.6
3840,B,10.3,10.9,10.5
3841,B,10.800000000000002,11.4,11.0
3842,A,27.5,30.3,30.6
3843,B,12.1,8.66,13.9
3844,C,33.7,30.6,30.6
3845,B,10.2,9.69,12.0
3846,B,9.73,11.4,9.01
3847,B,10.3,9.19,12.5
3848,B,8.1,12.4,8.85
3849,B,11.000000000000002,10.9,9.59
3850,B,9.53,9.85,13.9
3851,A,25.5,28.1,29.0
3852,B,10.900000000000002,8.72,14.5
3853,B,10.4,10.3,9.99
3854,B,11.399999999999999,10.2,14.3
3855,B,10.2,8.43,7.62
3856,B,9.89,11.9,10.1
3857,B,11.200000000000001,10.1,9.51
3858,A,23.1,29.8,30.2
3859,B,10.2,10.1,12.6
3860,B,10.5,11.4,13.8
3861,B,9.78,12.3,11.6
3862,B,13.800000000000002,11.1,9.59
3863,B,10.1,12.6,11.2
3864,None,16.3,29.2,28.6
3865,B,9.65,9.7,10.8
3866,None,40.6,29.9,31.4
3867,A|1,30.9,29.6,30.2
3868,B,8.75,9.300000000000002,9.459999999999999
3869,B,11.100000000000001,14.0,10.0
3870,C,34.0,29.1,30.6
3871,A|1,28.700000000000003,28.799999999999997,30.8
3872,B,8.09,12.4,11.5
3873,B,9.25,9.670000000000002,10.8
3874,B,9.66,8.29,13.3
3875,A|1,29.8,30.6,27.699999999999996
3876,B,8.87,10.3,12.6
3877,B,13.3,9.95,8.94
3878,B,9.97,10.7,9.01
3879,B,14.0,8.98,10.7
3880,B,9.39,9.4,10.0
3881,B,9.49,11.6,9.51
3882,B,10.1,9.75,12.2
3883,A,24.6,29.2,30.9
3884,A|1,31.3,29.3,28.4
3885,B,9.06,12.5,11.1
3886,B,10.2,12.3,10.9
3887,B,10.7,10.5,13.1
3888,B,10.900000000000002,10.4,10.7
3889,B,9.37,10.6,9.8
3890,B,11.499999999999998,9.68,10.9
3891,B,10.6,11.7,7.77
3892,B,9.6,11.3,10.1
3893,B,9.55,14.1,9.58
3894,None,40.1,30.4,29.7
3895,B,12.1,10.6,11.6
3896,B,12.2,9.7,8.290000000000001
3897,B,10.900000000000002,9.58,13.6
3898,B,9.7,8.48,8.69
3899,A|1,28.4,29.6,29.8
3900,B,10.1,8.91,13.1
3901,B,10.900000000000002,11.0,12.3
3902,B,9.55,8.67,12.6
3903,B,9.09,12.4,12.0
3904,B,9.96,11.4,9.96
3905,B,9.41,10.1,9.54
3906,B,10.800000000000002,7.55,10.3
3907,B,11.499999999999998,11.4,9.21
3908,A|1,28.900000000000002,28.4,31.5
3909,B,14.399999999999999,11.9,8.49
3910,A|1,31.8,31.3,31.100000000000005
3911,B,10.3,9.63,12.4
3912,A|1,28.500000000000004,31.1,29.6
3913,B,9.07,10.2,11.8
3914,B,8.29,9.56,9.52
3915,B,9.79,11.4,10.2
3916,B,13.900000000000002,9.07,9.76
3917,B,8.52,13.0,9.6
3918,B,9.67,8.54,12.7
3919,B,9.19,9.42,11.9
3920,B,9.52,7.76,11.9
3921,B,11.000000000000002,11.3,9.17
3922,A,20.7,30.099999999999998,29.7
3923,B,8.24,10.2,13.9
3924,B,8.84,9.34,12.8
3925,B,12.2,10.0,9.9
3926,None,40.3,30.4,31.7
3927,B,16.1,10.7,10.5
3928,B,9.46,9.14,12.6
3929,A|1,30.4,30.7,30.7
3930,B,9.2,12.0,7.4
3931,B,10.1,11.200000000000001,11.7
3932,A,24.6,28.6,28.0
3933,C,32.7,30.6,29.8
3934,A|1,31.8,29.3,31.2
3935,B,9.83,9.76,12.8
3936,B,11.8,9.01,12.5
3937,B,9.43,10.9,8.7
3938,B,11.200000000000001,8.83,9.75
3939,B,9.85,13.6,9.7
3940,B,13.800000000000002,9.19,9.99
3941,B,9.94,9.52,10.5
3942,B,11.8,9.63,11.9
3943,B,15.0,24.6,11.2
3944,A|1,29.199999999999996,29.5,29.4
3945,B,10.3,9.56,10.7
3946,B,11.3,10.2,9.78
3947,B,11.8,9.75,9.05
3948,B,11.8,9.65,11.5
3949,B,12.8,10.3,11.8
3950,B,9.38,10.1,9.43
3951,None,33.3,21.8,27.8
3952,B,10.0,9.84,10.7
3953,C,33.9,29.1,29.4
3954,A,24.8,31.6,30.2
3955,C,35.5,29.3,31.3
3956,B,9.25,10.5,10.7
3957,A|1,31.9,31.3,32.1
3958,B,9.0,9.63,9.24
3959,B,11.000000000000002,11.5,9.29
3960,B,11.100000000000001,9.57,8.810000000000002
3961,B,7.919999999999999,10.8,8.9
3962,B,9.76,9.31,11.5
3963,B,10.5,12.2,10.3
3964,B,11.699999999999998,10.1,10.2
3965,B,12.7,10.5,11.8
3966,B,10.5,11.3,15.0
3967,B,9.8,9.13,10.2
3968,B,13.4,10.5,11.1
3969,A|1,31.4,29.4,30.9
3970,B,10.800000000000002,9.69,8.8
3971,C,33.2,28.799999999999997,31.3
3972,B,12.1,9.84,11.7
3973,A,27.2,29.5,28.8
3974,B,11.499999999999998,12.9,9.67
3975,B,10.800000000000002,9.7,9.58
3976,B,12.4,10.4,10.2
3977,B,13.5,9.56,10.3
3978,B,12.2,10.6,10.8
3979,B,13.7,9.74,10.8
3980,B,11.499999999999998,10.1,8.78
3981,B,7.96,12.9,10.3
3982,B,8.75,11.5,9.52
3983,B,12.0,10.7,10.3
3984,None,39.9,25.2,8.15
3985,A|1,29.3,30.3,30.8
3986,C,33.6,30.5,30.6
3987,B,12.6,11.8,9.789999999999997
3988,B,9.13,10.8,12.1
3989,B,8.6,9.34,11.1
3990,B,9.84,8.94,8.91
3991,C,36.6,31.6,30.0
3992,A|1,28.500000000000004,30.7,29.4
3993,B,11.8,8.95,8.22
3994,B,12.8,10.8,9.29
3995,A|1,31.4,30.099999999999998,28.5
3996,B,11.9,10.0,8.48
3997,B,8.08,9.93,9.58
3998,B,11.499999999999998,11.8,10.1
3999,B,12.1,10.8,9.68
4000,B,11.000000000000002,10.2,8.88
4001,A,24.6,30.9,30.3
4002,B,9.59,8.02,12.3
4003,B,10.800000000000002,9.65,13.6
4004,B,10.5,10.4,11.1
4005,B,9.54,9.810000000000002,11.0
4006,B,9.5,9.97,9.17
4007,B,13.7,9.0,9.97
4008,B,11.9,10.0,10.5
4009,A|1,31.4,29.9,30.4
4010,B,10.3,9.89,11.5
4011,B,9.65,11.7,10.4
4012,B,11.499999999999998,12.2,11.9
4013,B,11.399999999999999,8.96,12.2
4014,C,35.1,28.5,30.0
4015,B,9.51,10.8,13.6
4016,B,12.1,11.4,11.4
4017,A,25.8,30.4,31.0
4018,B,11.000000000000002,9.71,11.1
4019,B,12.7,8.5,8.94
4020,A,26.1,29.8,31.100000000000005
4021,A|1,28.0,30.7,31.0
4022,B,10.3,10.6,10.1
4023,B,11.9,10.5,8.41
4024,B,10.3,9.89,9.44
4025,C,32.9,30.8,30.4
4026,C,35.3,30.5,29.9
4027,A|1,28.799999999999997,28.9,31.0
4028,B,8.06,11.8,11.5
4029,B,12.7,9.670000000000002,11.9
4030,B,9.45,8.18,10.0
4031,B,10.3,10.1,8.56
4032,A,26.9,29.8,29.2
4033,B,10.4,8.7,9.34
4034,A|1,28.300000000000004,31.0,31.7
4035,B,9.86,9.73,10.9
4036,B,10.6,9.98,10.3
4037,B,11.499999999999998,13.3,10.1
4038,B,10.5,8.79,10.5
4039,A|1,31.7,28.9,29.4
4040,None,20.3,29.3,30.6
4041,B,9.75,12.0,11.5
4042,A|1,31.9,30.6,28.9
4043,A|1,30.4,29.6,29.6
4044,A,26.4,29.1,29.8
4045,B,13.5,9.58,10.3
4046,A|1,28.599999999999998,30.4,30.4
4047,B,11.3,13.5,9.29
4048,B,11.000000000000002,10.0,11.8
4049,B,10.1,13.5,9.21
4050,B,8.63,10.7,13.3
4051,B,9.87,10.9,10.0
4052,B,9.54,10.3,9.84
4053,B,10.3,9.92,12.7
4054,A|1,28.999999999999996,28.1,30.7
4055,C,38.4,30.4,29.8
4056,B,10.5,12.8,9.5
4057,B,9.92,13.3,8.88
4058,C,33.3,30.9,29.2
4059,B,10.6,11.6,10.8
4060,B,9.62,10.1,9.77
4061,B,12.9,9.66,11.2
4062,B,11.399999999999999,9.530000000000001,9.3
4063,B,11.200000000000001,8.09,9.56
4064,B,9.91,10.7,11.4
4065,C,33.3,30.6,29.4
4066,B,12.6,11.5,10.599999999999998
4067,B,10.3,8.15,10.7
4068,A,25.7,31.0,29.0
4069,A|1,28.999999999999996,30.3,28.3
4070,B,12.0,10.7,9.56
4071,B,12.9,9.36,9.5
4072,B,8.6,9.19,6.82
4073,B,10.3,11.4,12.1
4074,B,9.09,10.8,13.3
4075,A,24.4,29.4,30.8
4076,A|1,30.5,29.9,27.699999999999996
4077,B,8.52,13.2,11.0
4078,A|1,30.2,29.0,29.0
4079,A,27.600000000000005,28.6,31.0
4080,B,10.2,12.0,9.31
4081,B,13.6,10.5,8.8
4082,C,36.6,30.8,30.3
4083,C,33.7,31.5,28.3
4084,B,8.45,9.44,11.8
4085,B,7.79,8.89,11.8
4086,B,13.800000000000002,9.54,10.5
4087,B,10.0,10.1,11.4
4088,A|1,30.8,28.4,30.4
4089,B,9.74,10.5,11.4
4090,B,9.14,12.7,10.4
4091,B,10.2,10.4,9.91
4092,C,32.7,30.8,30.1
4093,B,9.32,8.88,12.5
4094,B,8.66,8.62,10.2
4095,B,12.6,12.3,8.77
4096,B,7.66,12.5,10.8
4097,B,11.499999999999998,9.07,14.0
4098,C,37.6,27.7,31.4
4099,B,11.9,10.5,10.5
4100,B,13.4,10.0,9.49
4101,B,12.8,9.52,9.66
4102,B,9.71,13.7,8.75
4103,B,14.0,9.61,8.41
4104,A,26.2,29.3,31.6
4105,B,8.85,9.76,9.36
4106,B,10.3,8.69,13.4
4107,A|1,28.599999999999998,28.4,32.2
4108,B,10.1,8.92,12.9
4109,A|1,30.8,28.3,29.7
4110,B,10.1,11.4,11.2
4111,B,8.56,12.5,8.88
4112,B,8.37,11.6,11.4
4113,B,9.47,11.1,9.17
4114,B,10.6,9.38,9.22
4115,A|1,28.599999999999998,28.5,30.4
4116,B,10.1,13.9,9.4
4117,B,9.46,9.9,11.1
4118,B,11.200000000000001,12.7,12.3
4119,A,25.8,28.3,29.3
4120,A|1,28.599999999999998,29.8,31.0
4121,B,9.98,9.69,10.4
4122,B,10.4,10.4,10.4
4123,A|1,30.3,28.4,30.9
4124,A|1,31.8,29.5,28.7
4125,B,11.000000000000002,9.63,9.92
4126,B,8.36,8.64,14.7
4127,B,10.900000000000002,14.6,10.7
4128,B,11.000000000000002,8.96,9.86
4129,A,26.5,29.1,30.7
4130,A,25.6,29.6,29.4
4131,B,9.85,10.7,14.6
4132,B,8.98,8.2,10.3
4133,B,9.92,7.639999999999999,8.21
4134,B,8.59,10.4,13.8
4135,B,9.21,7.86,13.9
4136,B,10.900000000000002,10.9,9.67
4137,B,11.100000000000001,13.099999999999998,12.7
4138,B,10.1,10.7,8.67
4139,C,37.1,28.6,30.1
4140,A|1,28.100000000000005,29.3,30.5
4141,C,34.2,29.5,28.3
4142,B,10.2,13.4,10.3
4143,B,10.6,7.779999999999999,10.2
4144,A|1,31.4,29.3,31.9
4145,B,12.5,10.3,8.649999999999999
4146,B,28.900000000000002,9.86,25.4
4147,B,10.1,11.7,11.5
4148,A,27.600000000000005,30.3,29.7
4149,B,8.86,13.3,9.78
4150,B,10.5,9.45,9.47
4151,B,9.57,8.49,10.0
4152,A,26.5,29.8,29.5
4153,B,9.61,12.2,9.78
4154,B,9.11,14.3,10.9
4155,B,12.9,11.0,11.4
4156,B,11.399999999999999,8.33,9.64
4157,A|1,29.8,27.7,29.6
4158,B,10.6,8.92,10.3
4159,A|1,29.899999999999995,31.2,30.0
4160,B,10.2,12.0,9.91
4161,B,9.77,8.71,13.1
4162,B,10.6,10.2,9.65
4163,B,13.2,10.4,10.2
4164,B,13.800000000000002,11.1,10.3
4165,C,34.7,29.5,30.8
4166,B,13.0,9.66,11.1
4167,B,14.9,10.8,9.61
4168,B,8.72,13.7,11.3
4169,C,33.0,32.2,29.0
4170,A,26.0,30.0,31.0
4171,B,9.29,11.3,12.7
4172,A,27.3,28.6,30.7
4173,A|1,30.0,31.3,28.7
4174,B,10.5,10.1,8.569999999999999
4175,B,13.3,11.0,9.59
4176,B,10.2,11.3,10.1
4177,A,27.0,29.6,30.9
4178,B,11.599999999999998,10.2,7.43
4179,B,9.7,11.1,11.5
4180,B,11.200000000000001,11.200000000000001,11.0
4181,B,10.900000000000002,11.0,10.4
4182,B,12.6,10.8,10.599999999999998
4183,B,9.14,10.2,9.19
4184,A|1,28.900000000000002,29.2,29.4
4185,B,9.98,9.55,8.67
4186,A|1,31.2,30.7,30.3
4187,B,11.000000000000002,8.37,10.4
4188,A,27.0,30.3,28.1
4189,B,11.100000000000001,9.49,9.42
4190,A,24.2,30.0,30.5
4191,A|1,28.799999999999997,30.2,30.0
4192,B,10.3,9.78,12.3
4193,A|1,28.4,28.2,28.8
4194,B,11.499999999999998,11.8,10.7
4195,B,10.3,10.5,9.22
4196,B,9.67,11.0,12.8
4197,A,27.4,31.5,30.5
4198,B,9.62,12.9,9.96
4199,B,9.19,9.82,10.2
4200,C,33.1,30.6,29.6
4201,B,8.94,12.1,9.21
4202,B,11.599999999999998,12.9,10.7
4203,B,13.3,10.1,10.5
4204,B,9.92,11.1,13.199999999999998
4205,B,14.499999999999998,10.1,9.12
4206,C,35.7,30.8,29.0
4207,B,9.74,10.9,10.5
4208,None,24.1,14.7,21.0
4209,B,9.84,10.3,10.2
4210,B,11.699999999999998,13.5,10.9
4211,B,9.75,10.5,13.1
4212,B,10.7,9.29,10.5
4213,B,8.59,10.0,9.7
4214,None,39.4,31.7,30.8
4215,C,34.4,31.4,29.0
4216,B,11.699999999999998,9.97,11.7
4217,C,38.9,31.0,31.0
4218,B,9.84,9.09,10.2
4219,B,11.3,9.93,14.7
4220,C,36.6,30.5,30.5
4221,C,32.5,28.1,30.9
4222,B,12.2,9.01,9.8
4223,A,23.6,30.8,30.3
4224,B,12.6,8.84,10.0
4225,B,12.6,9.34,9.69
4226,B,9.02,9.2,12.7
4227,B,10.800000000000002,8.38,11.7
4228,B,9.02,10.1,9.7
4229,A|1,30.1,29.8,29.3
4230,B,10.6,9.12,12.5
4231,B,8.76,9.19,10.7
4232,B,9.7,9.96,14.2
4233,B,9.3,13.099999999999998,8.97
4234,B,12.0,9.85,9.789999999999997
4235,A|1,29.1,27.9,31.100000000000005
4236,B,13.4,10.1,10.0
4237,B,10.4,12.8,9.42
4238,B,8.63,11.0,9.43
4239,B,9.73,8.48,10.0
4240,B,10.5,13.8,8.64
4241,B,10.1,10.6,12.4
4242,B,10.900000000000002,13.4,11.7
4243,B,10.800000000000002,10.9,9.24
4244,B,10.0,10.9,12.4
4245,B,10.2,9.54,8.85
4246,B,12.9,9.78,12.4
4247,B,13.5,11.5,11.8
4248,B,14.1,9.33,10.1
4249,B,9.45,14.5,10.3
4250,B,10.5,14.7,8.86
4251,B,11.100000000000001,9.51,9.73
4252,B,10.4,11.6,10.7
4253,B,12.3,10.6,10.1
4254,C,34.7,30.8,29.5
4255,B,9.02,8.72,8.27
4256,B,13.800000000000002,9.35,7.94
4257,B,10.2,10.3,8.43
4258,C,35.8,31.8,29.8
4259,A,25.3,31.7,29.5
4260,A,27.4,30.5,29.5
4261,A,27.0,29.9,29.1
4262,A|1,29.3,31.8,30.7
4263,A,25.2,29.1,30.1
4264,B,13.4,10.3,10.2
4265,B,9.78,12.7,10.3
4266,B,12.4,10.6,9.06
4267,B,11.399999999999999,10.2,10.5
4268,B,11.699999999999998,13.4,11.0
4269,None,41.9,11.6,16.6
4270,B,8.98,9.08,10.2
4271,B,10.5,9.54,11.1
4272,B,10.800000000000002,10.3,9.29
4273,A|1,30.3,29.2,29.7
4274,B,12.8,10.3,11.2
4275,B,13.4,10.5,9.69
4276,B,10.900000000000002,8.36,12.1
4277,B,8.8,10.8,12.9
4278,B,12.9,9.85,12.5
4279,B,13.0,10.1,11.6
4280,C,32.5,29.6,29.8
4281,A,24.6,30.3,27.8
4282,B,8.94,9.84,12.9
4283,B,13.1,9.83,12.5
4284,B,8.71,12.5,7.4
4285,A|1,28.700000000000003,31.7,31.3
4286,B,9.81,10.2,10.3
4287,B,10.6,12.4,11.3
4288,C,35.5,29.6,31.4
4289,B,13.0,10.1,10.4
4290,B,12.7,9.51,10.8
4291,B,8.79,11.1,10.1
4292,A|1,28.599999999999998,29.4,31.6
4293,B,10.3,12.1,12.6
4294,None,40.6,30.3,30.4
4295,A,18.1,31.5,29.8
4296,B,11.9,10.6,9.21
4297,C,33.1,29.4,31.2
4298,None,37.4,32.5,29.9
4299,B,14.299999999999999,10.3,11.0
4300,B,9.16,9.63,9.92
4301,C,34.3,30.3,29.9
4302,C,34.5,30.3,31.6
4303,A|1,28.999999999999996,20.2,30.1
4304,B,8.41,9.91,13.1
4305,B,9.48,8.94,13.8
4306,B,9.7,9.34,12.1
4307,B,10.1,13.0,11.3
4308,A|1,28.100000000000005,30.6,30.1
4309,A|1,31.0,30.0,29.9
4310,B,10.1,13.099999999999998,12.9
4311,B,14.700000000000001,9.1,10.2
4312,B,9.25,8.98,10.2
4313,B,10.3,13.0,10.9
4314,B,9.82,9.93,10.3
4315,A,27.2,29.6,30.9
4316,B,9.99,13.0,9.24
4317,A,26.1,30.7,29.9
4318,B,10.2,10.3,12.3
4319,A|1,28.100000000000005,29.2,28.9
4320,B,10.7,11.5,15.5
4321,B,11.000000000000002,9.23,9.28
4322,A|1,28.2,29.9,32.0
4323,B,9.84,8.96,12.4
4324,B,10.0,8.28,10.0
4325,B,10.1,13.7,10.1
4326,B,9.47,10.8,11.7
4327,B,14.0,9.66,10.8
4328,B,9.82,11.3,10.2
4329,B,12.5,10.7,10.0
4330,B,10.4,11.200000000000001,9.5
4331,B,9.95,9.18,14.2
4332,A|1,29.699999999999996,27.9,30.8
4333,B,13.1,9.84,10.9
4334,B,7.99,10.9,9.05
4335,B,9.37,12.2,14.6
4336,C,32.4,30.099999999999998,29.4
4337,A|1,30.6,28.2,30.0
4338,B,9.81,11.1,9.19
4339,B,13.900000000000002,9.7,8.75
4340,A|1,29.899999999999995,28.3,32.1
4341,B,10.2,9.810000000000002,8.79
4342,B,8.93,11.1,10.5
4343,C,36.0,30.2,29.2
4344,B,9.29,8.79,10.5
4345,A|1,28.900000000000002,29.1,29.6
4346,B,8.82,10.2,12.7
4347,A|1,31.0,31.4,28.3
4348,B,12.3,9.65,9.13
4349,C,33.3,30.6,30.7
4350,B,10.4,11.9,9.25
4351,B,12.7,9.72,9.64
4352,B,13.2,11.1,9.6
4353,B,11.100000000000001,13.6,9.8
4354,A,26.5,31.2,28.9
4355,B,10.5,10.8,8.94
4356,B,8.47,14.3,10.3
4357,B,9.55,10.9,8.07
4358,None,39.7,30.2,28.6
4359,A|1,30.3,29.0,27.1
4360,B,9.97,13.0,11.6
