id,cluster_id,x,y,z
3590,B,10.5,13.0,11.1
3591,B,9.51,12.7,10.4
3592,B|1,10.3,9.42,12.6
3593,A,17.9,29.9,28.8
3594,D,16.8,11.0,8.43
3595,"(A|1,C)",32.4,30.6,30.0
3596,D,14.599999999999998,11.7,11.5
3597,A,23.3,29.5,31.7
3598,B|1|1,8.72,10.3,16.799999999999997
3599,B,9.51,9.99,9.58
3600,D,18.2,10.2,12.2
3601,"(A|1,C)",34.5,30.5,29.7
3602,B|1,8.07,7.65,11.8
3603,D,15.0,10.3,10.5
3604,A,18.9,30.2,28.6
3605,B,8.34,10.3,10.0
3606,G,10.900000000000002,17.1,4.76
3607,B|1|1,7.99,8.72,17.7
3608,"(A|1,C)",33.6,28.799999999999997,31.2
3609,A,22.099999999999998,29.6,30.1
3610,B,9.24,9.58,9.4
3611,B,10.900000000000002,10.9,10.5
3612,B|2,10.1,17.1,10.1
3613,B,10.3,9.89,11.0
3614,"(A|1,C)",37.4,29.3,31.3
3615,None,27.3,21.5,14.0
3616,B,10.1,9.2,9.23
3617,"(A|1,C)",33.0,32.3,29.1
3618,F,17.1,8.57,11.7
3619,B|2,10.7,16.8,10.1
3620,B,9.49,9.76,8.94
3621,B,11.9,10.3,9.39
3622,D,14.700000000000001,11.5,9.64
3623,B|2,8.96,17.5,10.7
3624,"(A|1,C)",34.3,30.4,29.4
3625,"(A|1,C)",36.3,28.4,29.6
3626,B,9.51,9.44,10.3
3627,"(A|1,C)",34.9,30.7,30.6
3628,"(A|1,C)",34.7,29.8,31.0
3629,E,8.51,10.3,19.3
3630,"(A|1,C)",35.1,29.6,30.8
3631,B,11.100000000000001,10.5,10.1
3632,B|1,9.95,10.1,14.6
3633,B,10.5,11.0,10.3
3634,F,18.0,6.51,11.1
3635,D,15.9,9.72,10.7
3636,"(A|1,C)",35.6,29.6,29.4
3637,B,12.0,13.2,10.5
3638,B,9.28,8.75,9.61
3639,B|1|1,9.57,9.97,19.0
3640,B,9.24,10.2,10.8
3641,A,22.000000000000004,30.099999999999998,31.3
3642,"(A|1,C)",32.0,30.3,32.7
3643,"(A|1,C)",33.8,29.4,31.8
3644,None,33.7,27.0,1.9600000000000002
3645,B,10.900000000000002,9.55,10.599999999999998
3646,B,10.7,10.5,9.66
3647,"(A|1,C)",38.0,29.6,30.6
3648,B,8.58,8.5,9.65
3649,B,9.47,12.0,10.5
3650,B|1|1,9.94,7.73,17.1
3651,A,19.9,29.2,30.4
3652,B,11.000000000000002,9.34,10.9
3653,B,9.55,9.96,9.72
3654,B,9.95,11.5,9.950000000000001
3655,B,11.100000000000001,9.07,11.5
3656,B,11.000000000000002,8.06,9.91
3657,"(A|1,C)",35.2,28.6,30.3
3658,B,9.11,9.72,11.0
3659,B|1|1,9.72,9.45,16.0
3660,B,9.96,11.3,9.26
3661,A,22.099999999999998,31.2,30.3
3662,"(A|1,C)",35.9,30.7,29.6
3663,B|1,9.36,10.0,13.9
3664,D,16.0,9.4,9.4
3665,B|2,10.5,15.9,9.45
3666,E,6.6,9.69,17.4
3667,B,8.78,9.97,11.3
3668,B,9.81,11.6,9.91
3669,B,10.1,10.7,9.74
3670,"(A|1,C)",35.7,32.0,30.2
3671,B,8.54,10.0,8.24
3672,B,11.100000000000001,9.43,9.71
3673,"(A|1,C)",36.3,31.6,29.8
3674,A,22.000000000000004,29.5,30.8
3675,D,18.9,9.62,9.7
3676,B,10.1,10.3,8.74
3677,G,9.14,19.0,6.680000000000001
3678,B|1|1,8.26,9.98,16.4
3679,B,9.49,10.3,9.78
3680,"(A|1,C)",33.1,32.3,29.0
3681,A,22.099999999999998,30.8,30.2
3682,F,17.2,8.39,10.5
3683,B|2,11.599999999999998,16.0,11.9
3684,D,15.3,11.6,9.950000000000001
3685,B|1|1,10.2,10.5,16.3
3686,E,2.5999999999999996,9.78,18.9
3687,"(A|1,C)",37.2,28.2,28.5
3688,D,16.2,10.5,10.3
3689,G,8.42,17.1,3.58
3690,B,8.93,12.2,10.1
3691,A,21.7,30.9,30.7
3692,D,14.499999999999998,8.61,8.8
3693,B,9.53,9.68,8.460000000000003
3694,B|2,7.99,15.6,8.08
3695,G,9.69,18.600000000000005,5.12
3696,A,18.6,30.5,29.0
3697,G,8.78,17.1,8.16
3698,"(A|1,C)",31.8,30.9,30.5
3699,B|2,9.36,15.5,9.61
3700,B,9.04,11.3,9.82
3701,"(A|1,C)",34.2,29.9,29.9
3702,G,9.69,19.1,7.38
3703,"(A|1,C)",35.9,29.9,30.0
3704,"(A|1,C)",32.3,29.3,31.3
3705,F,19.5,9.58,10.4
3706,B,9.13,11.3,11.0
3707,B,8.68,10.2,10.1
3708,B,10.2,9.88,10.1
3709,A,18.4,30.099999999999998,29.9
3710,G,10.6,18.600000000000005,6.63
3711,B,10.4,11.3,8.53
3712,A,20.9,29.6,29.3
3713,"(A|1,C)",39.0,29.7,31.3
3714,D,18.0,10.3,9.63
3715,A,20.2,31.5,31.3
3716,B|1|1,9.62,10.8,17.6
3717,G,12.2,19.1,8.17
3718,A,20.2,30.5,30.7
3719,B,10.0,10.1,9.64
3720,A,19.8,30.4,29.6
3721,D,13.800000000000002,10.9,12.3
3722,B|1|1,10.900000000000002,10.2,16.9
3723,G,9.9,16.3,5.0
3724,B|2,11.599999999999998,16.7,8.87
3725,B,8.2,9.57,10.2
3726,A,20.6,29.8,29.5
3727,D,13.800000000000002,9.9,10.4
3728,A,19.5,25.7,33.1
3729,A,21.1,29.7,28.5
3730,B,8.89,10.3,8.69
3731,F,18.7,4.17,9.56
3732,B,11.8,9.58,9.88
3733,D,17.6,10.0,8.68
3734,B|1|1,8.71,8.14,18.4
3735,"(A|1,C)",33.7,30.6,31.0
3736,"(A|1,C)",32.4,29.6,30.5
3737,G,10.0,17.9,8.09
3738,B|1|1,10.3,9.6,15.7
3739,D,17.8,9.86,8.87
3740,A,24.9,31.0,29.0
3741,G,11.200000000000001,19.0,4.23
3742,B,9.44,9.670000000000002,11.3
3743,F,17.3,8.15,11.4
3744,B,9.39,8.1,10.2
3745,A,20.3,31.1,29.3
3746,B,9.97,9.6,10.1
3747,A,21.4,30.8,31.6
3748,G,11.399999999999999,20.2,5.63
3749,B|2,9.7,14.8,9.01
3750,B,10.4,8.96,8.88
3751,"(A|1,C)",33.9,32.4,30.2
3752,B,8.86,11.3,9.67
3753,G,8.52,18.1,5.35
3754,B,8.93,8.68,10.1
3755,B|1|1,9.96,9.82,16.6
3756,B|2,9.39,15.4,11.0
3757,B,8.64,11.0,9.14
3758,A,20.1,30.2,28.8
3759,B|2,9.59,15.6,9.93
3760,F,17.9,6.16,11.1
3761,B,9.64,10.6,11.2
3762,"(A|1,C)",37.1,29.2,30.0
3763,"(A|1,C)",36.1,29.8,28.9
3764,A,20.2,29.0,29.7
3765,B,10.800000000000002,11.3,8.99
3766,F,17.9,3.96,11.6
3767,F,18.0,6.98,9.8
3768,B|1,9.33,11.1,11.7
3769,G,11.000000000000002,19.0,5.380000000000001
3770,B,10.4,9.43,10.4
3771,"(A|1,C)",32.3,29.8,29.4
3772,A,19.8,29.7,30.6
3773,B,11.3,11.1,9.3
3774,E,3.5199999999999996,9.21,18.7
3775,B,10.5,8.83,11.3
3776,D,15.1,11.9,9.06
3777,B,11.499999999999998,10.3,9.66
3778,A,21.0,30.8,27.1
3779,A,20.1,30.0,29.7
3780,B,9.59,10.8,9.57
3781,B,10.900000000000002,6.85,9.72
3782,F,17.0,6.66,11.9
3783,"(A|1,C)",34.1,32.4,29.5
3784,"(A|1,C)",36.9,30.2,30.5
3785,B,10.5,9.95,8.91
3786,G,9.9,19.4,5.76
3787,B|2,11.499999999999998,16.2,9.72
3788,"(A|1,C)",34.8,29.1,31.6
3789,A,19.4,29.4,30.2
3790,B,11.200000000000001,8.93,8.88
3791,G,9.29,17.300000000000004,2.58
3792,D,14.299999999999999,9.12,11.1
3793,A,10.900000000000002,23.7,25.2
3794,B|1,9.48,11.0,11.9
3795,B|2,10.4,18.8,14.0
3796,A,19.1,25.9,31.5
3797,B,9.94,10.2,10.599999999999998
3798,"(A|1,C)",37.6,29.8,31.100000000000005
3799,B|2,10.0,17.300000000000004,9.93
3800,B,10.4,7.67,11.7
3801,B,9.7,8.24,11.2
3802,B,8.91,11.0,11.2
3803,B,10.4,12.5,8.26
3804,F,17.2,4.41,8.68
3805,E,4.57,11.5,19.0
3806,B,8.95,13.099999999999998,9.28
3807,B,9.01,12.7,10.9
3808,B,8.83,9.49,8.83
3809,A,21.9,30.9,30.5
3810,"(A|1,C)",34.2,29.7,29.7
3811,B,9.02,12.5,8.58
3812,B,9.15,11.5,10.7
3813,A,21.1,27.7,30.9
3814,G,10.800000000000002,16.3,5.12
3815,G,9.44,17.0,6.72
3816,B,9.99,10.8,10.1
3817,B,10.1,13.4,9.15
3818,B,9.7,14.399999999999999,9.3
3819,A,21.9,29.5,27.699999999999996
3820,A,22.099999999999998,29.7,29.8
3821,B,7.61,8.32,10.1
3822,A,22.6,28.9,29.8
3823,B|2,9.42,22.3,12.5
3824,D,15.0,10.8,11.0
3825,B|1,9.67,10.3,11.7
3826,B,9.07,10.3,9.6
3827,E,6.35,10.4,17.7
3828,B,9.01,9.64,11.3
3829,B|1,9.18,9.06,13.1
3830,E,6.49,8.9,18.9
3831,B,8.9,9.44,10.9
3832,G,8.23,16.4,3.68
3833,B,9.36,9.77,7.57
3834,B,10.6,9.71,10.3
3835,B,9.3,11.0,9.69
3836,D,16.0,12.1,10.7
3837,E,6.43,10.1,17.4
3838,"(A|1,C)",34.9,28.0,30.8
3839,"(A|1,C)",35.2,31.2,31.4
3840,B,10.1,9.85,10.8
3841,A,19.6,30.8,30.4
3842,B|1|1,9.59,11.8,16.3
3843,G,8.49,18.7,5.37
3844,E,7.8,10.4,17.8
3845,"(A|1,C)",33.6,31.4,31.8
3846,B|1,9.68,9.23,11.7
3847,D,16.8,10.4,10.1
3848,A,21.4,28.5,31.0
3849,B,10.2,9.43,9.22
3850,B|1,11.3,9.77,15.0
3851,B|2,10.0,15.1,9.47
3852,B,10.3,8.8,8.51
3853,"(A|1,C)",33.9,30.3,31.5
3854,B|2,10.0,18.3,10.7
3855,B|1,11.9,9.34,14.2
3856,B,11.200000000000001,8.75,9.41
3857,"(A|1,C)",37.6,30.2,28.0
3858,D,16.0,10.4,11.0
3859,B,12.4,9.83,10.3
3860,E,6.680000000000001,10.6,17.1
3861,A,24.3,29.0,30.8
3862,F,16.9,4.07,9.26
3863,B|1|1,10.3,8.88,17.2
3864,B,10.2,9.36,10.9
3865,G,8.74,17.6,7.0
3866,"(A|1,C)",35.1,31.0,31.100000000000005
3867,B,12.6,9.94,11.1
3868,A,20.8,29.3,30.0
3869,A,19.8,30.0,30.6
3870,F,18.5,6.67,9.99
3871,D,15.0,9.65,10.4
3872,"(A|1,C)",33.9,30.099999999999998,29.2
3873,B,11.8,11.5,9.75
3874,G,9.76,17.6,4.6899999999999995
3875,"(A|1,C)",35.0,29.7,29.7
3876,A,23.3,28.5,30.1
3877,B,10.3,11.5,9.77
3878,B|2,10.5,16.0,9.18
3879,A,23.6,31.6,31.2
3880,"(A|1,C)",37.1,31.6,28.7
3881,G,9.63,18.600000000000005,8.890000000000002
3882,B|1,9.48,8.49,11.8
3883,D,17.1,9.21,9.09
3884,None,27.800000000000004,3.54,9.23
3885,B,10.900000000000002,11.9,11.1
3886,B,10.900000000000002,10.2,9.7
3887,"(A|1,C)",36.9,31.2,30.0
3888,A,21.600000000000005,30.5,29.7
3889,G,9.98,19.4,4.42
3890,G,10.900000000000002,17.2,7.3
3891,A,21.3,31.4,30.1
3892,A,23.5,29.4,30.7
3893,E,7.360000000000001,8.79,17.2
3894,B,10.1,8.86,10.599999999999998
3895,B|1,9.88,9.2,13.5
3896,A,19.6,31.3,30.3
3897,B,9.34,9.89,7.93
3898,"(A|1,C)",30.9,31.0,30.1
3899,B|1,11.599999999999998,11.3,15.0
3900,F,17.6,8.23,10.1
3901,B,10.3,9.48,10.1
3902,B,9.9,11.4,8.31
3903,E,7.510000000000001,8.75,19.0
3904,G,9.02,18.2,6.4
3905,"(A|1,C)",36.0,31.0,29.2
3906,B,8.83,10.7,10.4
3907,B,9.4,10.3,10.2
3908,B,9.1,8.31,9.44
3909,B,10.3,10.4,10.5
3910,B|2,9.04,17.5,11.4
3911,B,9.36,12.6,10.4
3912,B,9.65,8.06,9.67
3913,F,17.3,2.87,9.66
3914,A,24.4,30.3,30.2
3915,A,21.5,28.799999999999997,30.5
3916,B,10.5,9.530000000000001,9.83
3917,B,7.5600000000000005,13.2,10.7
3918,A,19.3,30.4,28.2
3919,"(A|1,C)",33.4,29.7,29.7
3920,A,19.1,29.7,29.0
3921,"(A|1,C)",36.8,30.5,29.6
3922,"(A|1,C)",31.9,29.1,28.9
3923,D,14.399999999999999,10.8,9.98
3924,B|1|1,10.4,10.4,16.0
3925,B,11.000000000000002,10.9,9.54
3926,B|1,8.92,10.6,15.0
3927,A,20.8,28.9,31.100000000000005
3928,F,18.5,4.27,9.75
3929,B|2,8.26,15.8,10.3
3930,B,10.900000000000002,13.0,11.1
3931,G,8.77,18.5,7.78
3932,B|1,9.69,8.83,13.3
3933,B,9.93,9.28,10.599999999999998
3934,D,15.3,8.25,10.2
3935,A,21.0,30.0,30.7
3936,D,18.4,9.43,10.599999999999998
3937,A,22.099999999999998,30.6,30.9
3938,G,17.8,27.1,6.22
3939,B,8.64,10.0,10.8
3940,A,19.8,29.8,31.6
3941,B,9.5,12.9,9.68
3942,G,9.66,16.7,5.69
3943,B|1,10.800000000000002,10.5,14.1
3944,B|2,10.2,16.7,12.1
3945,B,10.800000000000002,9.37,8.76
3946,B|1|1,11.000000000000002,9.13,15.4
3947,B|1,10.1,9.15,13.5
3948,B,10.1,10.1,11.1
3949,B,11.599999999999998,9.8,10.599999999999998
3950,F,18.8,5.97,10.599999999999998
3951,B,9.56,10.3,10.5
3952,A,21.800000000000004,28.7,31.4
3953,B,9.82,10.3,10.0
3954,B|1,9.13,9.98,14.0
3955,A,23.1,31.1,30.0
3956,B|1,9.74,10.7,12.1
3957,B,8.17,11.6,9.14
3958,A,20.0,30.4,31.100000000000005
3959,D,13.4,10.5,11.1
3960,D,15.0,10.6,10.5
3961,A,19.7,29.6,30.7
3962,B|1,9.77,10.2,13.7
3963,B,10.2,8.28,11.6
3964,G,9.41,17.7,7.74
3965,B|1|1,9.88,8.75,15.9
3966,B|1|1,7.48,7.89,16.7
3967,E,2.35,9.82,18.0
3968,B,9.22,10.4,8.42
3969,D,15.3,12.0,9.84
3970,G,11.9,17.9,4.18
3971,B,9.35,11.200000000000001,9.58
3972,B|1|1,9.87,11.1,17.2
3973,G,8.94,16.5,7.95
3974,D,17.0,9.62,10.2
3975,B,11.8,12.6,12.2
3976,B,9.03,8.04,11.3
3977,B,10.800000000000002,9.19,8.85
3978,F,18.2,6.74,10.8
3979,"(A|1,C)",35.7,28.1,31.0
3980,B,8.81,13.099999999999998,9.42
3981,B,9.05,10.7,9.32
3982,D,17.8,11.200000000000001,10.5
3983,B|2,10.800000000000002,14.8,9.22
3984,B|2,10.4,15.9,11.1
3985,D,18.9,11.3,8.51
3986,B,9.0,13.3,10.5
3987,B|2,12.8,14.9,8.370000000000001
3988,B,8.81,8.96,11.0
3989,B|2,9.53,15.8,9.53
3990,B|1|1,10.1,10.0,15.5
3991,B,12.6,11.6,8.93
3992,B|1|1,7.510000000000001,10.4,17.0
3993,G,9.92,18.3,6.029999999999999
3994,F,18.6,7.48,9.42
3995,"(A|1,C)",36.6,29.9,29.2
3996,B|1,8.98,9.66,14.7
3997,A,22.6,29.2,31.0
3998,B,10.3,6.67,11.3
3999,B,10.800000000000002,11.0,9.8
4000,B|1|1,7.620000000000001,9.94,15.8
4001,"(A|1,C)",34.7,29.8,30.4
4002,B|1,9.87,11.1,14.0
4003,B|2,9.76,18.5,14.0
4004,F,18.1,8.75,10.3
4005,B,10.6,9.0,9.1
4006,A,20.7,30.8,30.6
4007,B|1,11.000000000000002,9.42,13.3
4008,F,17.2,7.8,9.98
4009,B,10.1,10.5,9.16
4010,"(A|1,C)",35.6,29.5,30.5
4011,B,10.7,10.8,9.44
4012,E,8.08,8.44,19.3
4013,B,10.1,9.93,9.3
4014,B,9.08,9.38,7.64
4015,B,8.74,10.1,10.5
4016,F,14.599999999999998,7.24,9.47
4017,A,22.799999999999997,30.2,29.7
4018,G,10.5,18.2,8.71
4019,B,9.51,8.7,11.1
4020,B|1,8.48,8.98,14.3
4021,B,10.2,10.8,9.78
4022,A,20.2,28.7,30.5
4023,D,17.9,10.5,10.9
4024,B|2,8.53,15.9,11.4
4025,B,9.49,9.09,10.5
4026,B,9.04,10.0,10.8
4027,B,9.41,10.0,10.7
4028,B,10.4,8.52,9.58
4029,F,19.5,5.48,10.4
4030,B,9.11,8.84,9.99
4031,A,19.8,27.9,30.6
4032,B,10.3,10.6,10.599999999999998
4033,"(A|1,C)",35.7,30.9,31.3
4034,B,10.900000000000002,10.9,11.0
4035,B|1,10.5,11.1,15.0
4036,B|2,12.0,16.4,10.2
4037,"(A|1,C)",36.3,29.0,29.1
4038,B,10.5,11.7,11.1
4039,B,11.699999999999998,10.1,9.31
4040,B|1|1,11.3,9.54,15.5
4041,D,13.1,10.1,9.1
4042,D,14.9,9.39,8.69
4043,B|1,9.75,11.0,14.0
4044,B,11.699999999999998,11.7,9.98
4045,B,9.78,11.3,10.3
4046,B,10.6,9.19,11.5
4047,"(A|1,C)",36.2,30.0,31.2
4048,A,21.600000000000005,29.7,30.5
4049,F,17.6,8.38,12.2
4050,B,10.3,9.63,9.2
4051,B|2,11.699999999999998,15.0,8.61
4052,"(A|1,C)",34.0,29.2,30.7
4053,"(A|1,C)",36.1,30.099999999999998,32.2
4054,B|2,8.56,15.1,10.3
4055,D,14.499999999999998,10.2,9.11
4056,G,10.800000000000002,17.300000000000004,4.56
4057,"(A|1,C)",35.2,28.6,31.2
4058,A,22.400000000000002,29.9,30.4
4059,"(A|1,C)",35.9,32.2,29.4
4060,E,7.78,9.54,18.0
4061,F,19.9,6.54,9.68
4062,B,11.699999999999998,8.55,8.19
4063,G,8.42,17.9,7.24
4064,D,17.0,8.44,8.76
4065,B,7.52,12.1,9.34
4066,D,14.499999999999998,9.22,8.98
4067,"(A|1,C)",32.2,30.3,31.7
4068,A,24.2,31.0,27.9
4069,B|1|1,8.18,9.2,17.6
4070,D,14.2,9.98,9.789999999999997
4071,E,8.14,11.200000000000001,18.5
4072,F,17.6,7.95,9.37
4073,B,9.5,11.3,11.5
4074,A,22.799999999999997,29.2,30.8
4075,D,15.9,8.31,10.5
4076,E,3.8799999999999994,8.9,16.9
4077,F,18.8,7.199999999999999,8.24
4078,B|2,12.7,15.4,10.9
4079,B,9.72,9.17,8.88
4080,A,18.7,29.1,29.3
4081,B|2,8.52,18.7,12.3
4082,B|1|1,9.47,10.3,19.8
4083,B,8.73,9.43,10.5
4084,D,19.6,11.6,10.9
4085,G,9.82,18.1,6.029999999999999
4086,G,11.100000000000001,17.5,4.89
4087,B,8.46,9.49,8.91
4088,F,19.9,8.58,11.0
4089,B,8.95,9.59,11.2
4090,"(A|1,C)",30.6,29.2,29.6
4091,B|1|1,8.39,8.64,16.9
4092,B|1|1,8.23,11.9,17.5
4093,G,10.3,17.7,6.49
4094,B,10.900000000000002,10.1,8.17
4095,A,18.9,32.1,29.3
4096,E,5.0,10.1,19.1
4097,B|2,9.83,15.4,8.02
4098,B|2,9.81,15.9,8.82
4099,F,18.0,6.23,10.3
4100,E,5.02,8.98,17.5
4101,"(A|1,C)",35.1,31.0,30.1
4102,A,22.000000000000004,29.8,30.4
4103,B,9.35,8.71,10.2
4104,B|1|1,10.3,7.63,15.9
4105,B|2,10.0,16.8,10.1
4106,D,15.1,12.2,11.0
4107,"(A|1,C)",33.5,30.5,30.6
4108,B,8.53,10.5,9.950000000000001
4109,"(A|1,C)",37.4,28.1,29.7
4110,F,18.1,7.129999999999999,9.51
4111,E,0.306,15.9,15.1
4112,B,9.14,11.4,10.9
4113,B|2,9.35,15.3,11.9
4114,A,20.5,29.3,29.0
4115,"(A|1,C)",35.9,30.2,30.9
4116,B,10.5,9.45,11.7
4117,G,10.7,17.9,6.83
4118,F,17.0,2.26,8.68
4119,B,10.800000000000002,8.77,11.5
4120,B|2,8.74,15.9,10.0
4121,"(A|1,C)",35.1,31.3,29.6
4122,B,10.1,11.4,10.2
4123,F,18.8,2.44,9.23
4124,A,24.8,30.099999999999998,31.5
4125,F,18.5,7.98,10.8
4126,B,10.2,9.54,9.22
4127,"(A|1,C)",32.0,31.3,30.3
4128,"(A|1,C)",35.1,30.2,29.3
4129,B,10.4,9.42,10.1
4130,B,10.5,14.2,9.75
4131,A,24.0,29.5,30.3
4132,B,9.04,8.57,9.56
4133,B,10.5,9.18,9.25
4134,A,20.3,31.5,31.2
4135,D,17.3,10.2,11.9
4136,A,22.700000000000003,29.3,29.5
4137,B,7.27,10.5,8.8
4138,B,10.4,11.200000000000001,9.56
4139,B,10.5,9.89,11.1
4140,B,10.0,9.71,10.2
4141,D,18.1,10.8,10.2
4142,B,10.900000000000002,8.76,9.04
4143,A,21.5,30.3,29.7
4144,"(A|1,C)",36.6,28.7,31.6
4145,A,20.5,29.8,30.2
4146,B,7.23,10.5,10.4
4147,B,8.65,11.0,10.5
4148,B|1|1,13.5,10.4,18.6
4149,B|1,9.13,12.0,14.1
4150,D,15.2,10.2,10.1
4151,D,14.599999999999998,10.9,10.1
4152,F,19.2,8.0,12.1
4153,E,-0.11199999999999999,9.25,17.7
4154,D,14.399999999999999,9.05,10.7
4155,D,17.5,9.65,8.56
4156,B,8.05,10.6,9.96
4157,B|1|1,10.6,9.91,18.7
4158,G,11.599999999999998,18.1,5.1
4159,"(A|1,C)",34.6,29.7,30.9
4160,"(A|1,C)",34.7,29.3,29.2
4161,G,9.22,18.8,7.09
4162,B,9.6,7.68,10.4
4163,A,23.7,30.6,30.0
4164,B,10.3,10.5,10.4
4165,A,22.799999999999997,30.099999999999998,30.3
4166,B,11.499999999999998,9.93,9.68
4167,A,20.9,30.7,29.9
4168,A,19.9,29.8,30.6
4169,B,8.95,11.8,8.87
4170,B|2,9.76,17.2,11.0
4171,E,4.03,9.7,17.4
4172,E,7.1499999999999995,10.0,18.5
4173,None,4.14,22.8,14.6
4174,B,9.01,11.0,8.14
4175,"(A|1,C)",33.7,30.0,28.8
4176,B,8.82,12.1,10.4
4177,B,10.4,8.64,11.1
4178,B,10.0,9.14,8.8
4179,B,9.82,9.17,8.64
4180,A,19.9,31.4,30.7
4181,"(A|1,C)",37.5,27.9,30.0
4182,G,9.12,18.4,7.04
4183,G,11.100000000000001,17.8,6.57
4184,D,17.4,8.95,9.23
4185,"(A|1,C)",37.2,29.2,30.5
4186,B,10.800000000000002,8.47,10.1
4187,A,21.4,30.0,30.4
4188,D,15.7,11.7,10.599999999999998
4189,"(A|1,C)",34.2,31.8,30.7
4190,G,9.91,19.5,5.17
4191,B,9.94,9.2,9.97
4192,G,11.100000000000001,19.0,6.9
4193,"(A|1,C)",34.7,31.1,28.7
4194,B,10.2,10.7,9.17
4195,B|2,10.900000000000002,16.4,8.49
4196,F,17.2,7.56,9.96
4197,B|1,9.29,10.9,14.2
4198,A,23.5,29.3,29.3
4199,B,9.7,9.49,9.7
4200,B,11.399999999999999,8.9,8.68
4201,B,8.89,9.12,10.5
4202,B,10.2,13.9,10.3
4203,"(A|1,C)",34.2,29.0,30.1
4204,A,19.7,32.3,31.8
4205,E,7.77,10.5,18.2
4206,"(A|1,C)",32.0,30.9,29.5
4207,B|2,10.4,16.6,11.6
4208,B|2,9.95,16.3,9.99
4209,A,22.499999999999996,29.8,29.7
4210,B,9.25,11.5,10.2
4211,G,10.5,18.600000000000005,6.05
4212,B|1,9.97,8.98,13.7
4213,B|1,10.800000000000002,10.9,12.3
4214,B,10.4,7.01,11.6
4215,B|2,11.100000000000001,14.8,10.0
4216,B,11.100000000000001,9.49,10.8
4217,A,19.5,29.1,31.7
4218,B,10.900000000000002,10.7,10.2
4219,D,16.8,9.5,8.58
4220,D,18.0,10.0,12.9
4221,E,8.2,9.94,18.8
4222,B,8.85,8.83,10.1
4223,A,17.0,30.9,30.2
4224,B,9.89,10.5,8.9
4225,E,7.29,9.18,18.7
4226,B,9.94,9.59,10.4
4227,G,10.4,17.2,8.14
4228,E,6.680000000000001,10.6,19.8
4229,A,22.299999999999997,29.2,27.2
4230,F,17.3,2.3,9.68
4231,B,9.45,10.7,10.8
4232,G,9.78,18.1,6.02
4233,E,4.92,9.99,18.5
4234,"(A|1,C)",35.0,29.8,30.5
4235,"(A|1,C)",32.6,31.1,30.0
4236,A,19.1,29.5,30.3
4237,E,3.5,10.4,17.299999999999997
4238,B,10.3,12.0,9.33
4239,D,15.3,9.51,9.53
4240,A,20.9,30.0,30.9
4241,A,21.0,30.2,30.6
4242,A,20.4,29.8,30.9
4243,"(A|1,C)",32.8,30.3,32.0
4244,F,16.4,6.42,8.93
4245,B,10.4,14.5,8.13
4246,B,10.3,10.3,9.72
4247,B,9.95,9.07,9.31
4248,D,16.8,9.57,10.3
4249,B,8.63,11.3,9.379999999999999
4250,"(A|1,C)",35.0,29.3,30.7
4251,B,10.2,11.0,9.57
4252,B,9.75,8.73,9.18
4253,B,9.57,8.81,11.4
4254,A,22.299999999999997,29.2,31.3
4255,B,9.31,9.96,9.17
4256,B,10.5,9.29,8.71
4257,B,11.000000000000002,12.4,10.7
4258,B,11.8,8.62,9.52
4259,D,16.4,10.4,10.5
4260,F,19.0,8.47,11.1
4261,"(A|1,C)",34.1,28.2,29.8
4262,F,17.3,6.4,9.31
4263,B,9.53,9.92,7.35
4264,B,9.27,13.2,9.03
4265,G,9.6,16.9,5.43
4266,"(A|1,C)",34.4,30.5,30.9
4267,"(A|1,C)",31.7,28.2,28.1
4268,F,17.2,7.49,8.94
4269,F,18.9,5.62,10.9
4270,A,25.7,30.3,29.6
4271,B|1,10.7,12.4,14.3
4272,B,9.77,10.2,10.1
4273,"(A|1,C)",34.6,29.3,29.0
4274,A,21.1,28.3,30.3
4275,B|2,9.1,17.5,10.1
4276,D,17.0,9.810000000000002,11.4
4277,"(A|1,C)",35.1,29.6,28.2
4278,A,20.9,29.0,29.4
4279,B,11.000000000000002,10.1,9.68
4280,D,17.0,10.7,9.04
4281,B,8.12,10.3,10.4
4282,B|1,9.5,9.670000000000002,12.1
4283,D,16.2,9.22,8.85
4284,B|1,8.95,10.5,11.9
4285,B|1,9.88,9.71,14.1
4286,B|1|1,9.48,9.670000000000002,15.4
4287,"(A|1,C)",35.4,29.3,29.5
4288,B,9.86,10.4,10.2
4289,E,4.65,9.72,18.7
4290,"(A|1,C)",34.1,30.6,29.8
4291,B|1|1,11.3,8.23,16.6
4292,A,20.9,29.1,30.5
4293,A,21.4,28.9,29.3
4294,B,9.38,10.9,8.4
4295,B,10.2,11.8,10.8
4296,B,11.100000000000001,9.63,9.21
4297,"(A|1,C)",36.5,29.4,28.7
4298,B,10.7,9.92,10.8
4299,"(A|1,C)",35.4,30.0,28.4
4300,B,8.48,10.6,10.1
4301,F,16.7,6.549999999999999,10.599999999999998
4302,B|2,11.8,16.8,9.41
4303,G,10.6,18.8,6.110000000000001
4304,B,10.900000000000002,11.6,11.0
4305,B,10.7,9.03,11.1
4306,"(A|1,C)",34.1,27.3,29.9
4307,"(A|1,C)",35.8,30.5,31.100000000000005
4308,None,40.3,3.8199999999999994,-0.07419999999999997
4309,B,9.43,12.6,10.1
4310,A,18.6,30.2,30.1
4311,B,9.94,10.8,10.1
4312,B,10.7,10.3,10.5
4313,B,9.74,10.5,8.48
4314,B|2,9.74,15.1,9.44
